0NDSUCDC, 1990
7
13
4 Age 0-4
4 Age 5-9
4 Age 10-14
4 Age 15
4 Age 16
4 Age 17
1799
09900Bruce to000300040010000300000001
09940Bryan to001200060004000100020002
09980Bryant t000900090010000100020003
10020Bucephal000200050008000200010003
10060Buchanan000600060004000300000000
10100Buchanan001600140010000200000001
10140Buchanan000200000004000100010002
10180Buckeye 000000040005000100000000
10220Bucklin 000000010001000000000000
10300Bucyrus 000000010002000000000000
10340Bucyrus 000400020000000000010000
10380Buena Vi000500020007000100020000
10420Buffalo 001200110012000400010003
10460Buffalo 000300030006000300010003
10540Buford t002100320024000300030001
10620Bull But000100020003000100000000
10660Bullion 000200040005000200000000
10700Bull Moo000600060003000100000001
10740Bunker t000300030006000000020000
10780Burg tow000500040001000000000001
10860Burke to000400020008000000000001
10940Burlingt010101170102001800160017
10980Burlingt002200250018000700050008
11100Burt tow000400070014000100020001
11140Bush tow000400050001000200010000
11180Butte ci000500070009000100050002
11220Butte to000200010000000000000000
11260Butte Va000900070004000200030000
11340Buxton c002400320032000400020009
11380Buxton t000700070007000000010001
11420Byersvil000100010004000100030001
11460Byron to000000050008000000000001
11540Caledoni001100170013000500020002
11580Calio ci000400050002000200000002
11620Callahan000400090004000100020000
11700Calvin c000000030001000000000002
11740Cameron 000300010003000100010001
11780Campbell000300060011000000030003
11820Campbell000600040004000000050001
11860Cando ci010901010097001600220019
11900Cando to000300050012000200020002
11940Canfield000000000004000000000002
11980Cannon B000700080009000200030002
12060Canton C000700040004000100000000
12080Captain'000500070015000400070004
12100Carbonda000200040001000200000001
12180Carlisle001100170017000600040003
12220Carpente000100010007000100010001
12260Carpio c001100090009000300030003
12300Carpio t000600040002000000000000
12340Carringt016501810149002800360034
12380Carringt001200100018000200050007
12420Carroll 000100020002000000000000
12460Carson c002600200028000300060003
12500Carter t000100010001000000000002
12580Casey to000500130004000200010002
12620Cash tow000200040002000100000000
12700Casselto011201480139003500220027
12740Casselto000400100013000200000001
12780Castle R000500050008000000000002
12820Cathay c000500080002000000000000
12860Cathay t000200040003000100000000
12900Cato tow000300040005000100000000
12940Cavalier009601180110001900160028
12980Cavalier004000620072001100190012
13020Cayuga c000300090006000000000000
13060Cecil to000400040003000000000000
13100Cedar to000200040001000000000000
13140Cedar Cr000200050004000100010000
13180Center c004600870095002500130022
13220Center t003800440036000400040004
13260Central 000400050004000000010002
13270Central 001100100006000200010001
13280Central 001000090007000200010004
13290Central 007801050085002600130015
13300Central 000300000002000000020000
13310Central 002400330021000700070007
13380Chain La000000000002000000000000
13410Chalky B000400000001000100000000
13460Champion000200020000000000000000
13500Chandler000200050001000200000000
13540Charbon 000700030004000000010000
13660Chase La000000010002000000000000
13740Chaseley000300010006000000030003
13780Chatfiel000200050006000000010003
13820Cherry L000200040004000200000000
13860Chester 001000110014000100080002
13900Chestina000100030006000000000002
13940Chicago 000200060003000000010000
13980Chilton 000400010003000000000001
14060Christia000000050005000200000001
14100Christin002000110009000700020001
14140Churchs 000500140010000200020003
14180Clara to000200020001000000000000
14220Clark to000200020001000000010000
14260Clay tow000400030002000100010000
14300Clayton 000200010002000000010000
14340Clearfie000200010003000000020003
14380Clear La000000010005000000000001
14420Clear La000400090005000000020000
14460Clearwat000000000001000100010000
14500Cleary t000300060006000100000002
14540Clement 000500110012000100020001
14620Clermont000300020001000000010001
14660Clevelan000900160006000200020001
14700Clevelan000900090009000300010002
14740Clifford000400050006000100010000
14780Clifton 000500020008000000010002
14860Climax t000100020000000000000000
14900Clinton 000000010001000000000000
15020Coalfiel000400080004000200010001
15060Coburn t000300050010000100010001
15100Cogswell000500120022000200030001
15140Coleharb000600050010000000030001
15180Colfax c000200020007000200000002
15220Colfax t001500210018000100020004
15340Colgate 000900130010000300010003
15380Colquhou000900060005000200010006
15420Columbia000900050008000000010001
15460Columbus000300080011000500010001
15500Colville000200060008000000000003
15540Colvin t000600060001000100030000
15700Conklin 000100000000000100000001
15740Connor t000100030001000100000001
15820Conway c000300000000000000000000
15860Coolin t000500020004000000010000
15900Cooperst005900790099001400180018
15940Cooperst000300060006000200000003
15980Cordelia000700120009000200010004
16020Corinne 000500030000000000010000
16100Cornell 001400130003000100000003
16140Corwin t000600080007000100010001
16220Cottonwo000400080004000200000001
16260Cottonwo000300060002000000010000
16340Coulee t000900150013000200010001
16380Courtena000900100006000100000001
16420Courtena000300070013000100000001
16460Cow Cree000000020001000100000001
16540Crane Cr000000020004000000020002
16580Crary ci001300140017000000030004
16620Crawford000000030007000100000000
16660Creel to011101530138002600290019
16700Cremervi000700080006000000000001
16820Crocus t000200060007000000010001
16860Crofte t001200120019000200050004
16900Cromwell000300040005000000000001
16940Crosby c007001000109001900120015
16980Crowfoot000000000001000000000000
17020Crown Hi000000020001000000000000
17060Crystal 001200170024000500060001
17100Crystal 000500090011000100020003
17140Crystal 000300010004000000010001
17220Crystal 000800060008000000020000
17300Cuba tow000700070010000400000002
17420Currie t000800060010000100040000
17460Cusator 000800070004000000000001
17540Cut Bank000400060005000200030001
17580Cypress 000700190007000100020001
17660Dahlen t000600030005000200000002
17740Dale tow000000060001000000000000
17780Dalen to000400110015000200020003
17900Danbury 000600030006000200000001
17940Danevill000200050003000000000002
17980Danton t001500190014000000000003
18100Darling 000300000000000100010000
18140Dash tow000600050004000100000000
18180Davenpor002200220013000500010006
18220Davenpor000700100009000200020002
18260Dawson c000500020005000000000002
18300Dayton t000300040007000200010001
18340Dazey ci000900150008000100030003
18380Dazey to000600110008000200000000
18420Dean tow001800210030000700070003
18460Debing t000400040001000100010002
18520Deep Cre000000030004000100000002
18540Deep Riv000300040006000200000000
18580Deepwate000300020000000000010000
18620Deering 000800160013000000020000
18660Deering 000300060009000400010005
18700Deer Lak000400020001000000000000
18740De Groat000100020004000100010000
18860Delger t000200000002000000020001
18900Delhi to000300050010000000010000
19020Denbigh 000500030007000300000000
19100Denhoff 000000040004000300000000
19140Denmark 000600050002000000010002
19180Denver t001400060006000200010000
19300Des Lacs001700240021000600060006
19340Des Lacs000400050013000000010001
19380Devillo 000800070012000300010004
19420Devils L056706130541008500870099
19460Dewey to000500010003000300000000
19500De Witt 000100010002000000000000
19540Dexter t000900110006000300020003
19580Dickey c000100020003000200010001
19620Dickinso127914541241023702040231
19625Dickinso016602140252003600460049
19630Dickinso004500530054001100150012
19660Dimond t000100010003000000010000
19700Divide t000900060004000400000002
19740Dixon to000100020003000100020002
19780Dodds to000200050005000300000001
19820Dodge ci001100090011000200020001
19860Dogden t000200020003000000010002
19900Donnybro000500070013000100020004
19980Douglas 000200060005000000000002
20020Douglas 000300090012000200000003
20060Dover to000400080004000200010000
20140Dovre to000300040001000100000001
20220Dows tow000700090008000100010000
20300Drake ci001600170028000300030003
20340Drayton 007000800082001900150011
20380Drayton 000100050002000000010000
20460Dresden 000500050007000200000001
20540Driscoll001400130012000200010003
20580Dry Fork000100030001000000010001
20620Dry Lake000600040005000000000001
20660Dublin t000000030003000100000000
20700Duck Cre000400080006000000010001
20740Duerr to001500120013000200010002
20820Dunbar t001000040012000200030003
20900Dundee t001100050005000100020002
20940Dunn Cen001400080006000000010001
21020Dunseith007900710079001400080009
21100Durbin t000700060007000200010002
21140Durham t000200060007000300020000
21220Dwight c000800100007000100020000
21260Dwight t001700320027000000040005
21300Eagle to001700170021000500030002
21460Easby to000600020002000100000001
21495East Ada000700070019000100030004
21500East Alm000300010006000000010001
21510East Bur000100020002000000000001
21620East For000300070008000000000000
21660East For000000030003000000010000
21665East Gol000100020001000000000000
21670East Gra003700660071000600170012
21675East Log004100380045000700100013
21679East McH000500090008000200020004
21683East McI003300440022000200100009
21687East McK013301390093001800150013
21690East McL000900070013000200010003
21700Eastman 000400060001000000020000
21710East Mer010201380115002300210023
21720East Mor020102560290006100420049
21730East Oli008901000105001800190009
21740Easton t000900020009000100020001
21750East Rol004500610058001300110008
21760East Sta007600820067001800090020
21820Eckelson000400040010000100000002
21860Ecklund 001000110004000100020002
21940Economy 000000030005000100020000
21980Eddy tow000300060002000000000001
22020Eden tow000700080007000100010003
22060Edendale000300060007000200000002
22100Eden Val000400050002000200020000
22140Edgeley 004100440048001000020006
22220Edgemont000000020004000000020000
22260Edinburg002000180028000600030003
22340Edmore c000500230018000500020007
22420Edmunds 000900080006000300030000
22460Edna tow000900110010000200010002
22500Egan tow000300090006000100010003
22540Egeland 001300070015000200000000
22580Egg Cree000500030003000100000000
22620Eidsvold000300020004000100020002
22740Elden to000300040005000200030001
22780Eldon to000600050008000500000000
22820Eldorado001600210017000200010002
22860Eldred t000600050011000500020001
22940Eldridge001400130012000400040001
22980Elgin to002000330038001000040006
23020Elgin ci002700400044001700100008
23060Elk town000000020001000000000001
23100Elk Cree000100000000000000000000
23140Elkhorn 000400030003000000000000
23180Elkmount000700040001000200000000
23220Ellendal009501260101002000120022
23260Ellendal000900070007000200020002
23300Elling t000200060006000000000003
23340Elliott 000100070001000000010000
23380Elliott 000400040005000200030001
23420Ellisvil000100010005000100000000
23500Ellsbury000800050004000100000002
23540Elm town000400070004000000000000
23580Elm town000400070001000000010002
23620Elma tow000800050007000200020005
23660Elmdale 000700000002000100000001
23700Elm Grov000300080015000400040002
23740Elm Rive000500030001000200000000
23780Elms tow000200070005000100010001
23820Elm Tree000300040002000000010001
23860Elmwood 000000000000000000000000
23900Elora to000400090003000000000003
23940Elverum 000100040011000200030001
23980Elysian 000500050007000100020000
24060Emerado 003800430030000600080009
24140Empire t000500060007000300020003
24260Enderlin003800750064001900150014
24300Engelter001000120008000100010003
24340Enger to001100080011000000010001
24460Ensign t000100090008000100010001
24500Enterpri000000040007000200000001
24540Epping c000200070007000000000001
24580Equality000300020003000100000001
24660Erie tow001200090007000100030001
24740Ervin to001000070012000200030005
24760E-Six un000600080012000400010002
24780Esmond c000400040007000500010005
24820Esmond t000400030002000100010000
24900Estabroo000400080004000200030003
24940Esthervi000000010000000100010000
24980Eureka t003100280017000300030006
25020Everest 001100070015000100030003
25060Evergree000000010002000000000000
25100Excelsio000500090007000000010000
25140Fairbank000600090005000100000000
25180Fairdale000200060005000000010001
25260Fairfiel001100080005000100030001
25300Fairmoun003400400032001200040008
25340Fairmoun001000110012000200010003
25380Fairview000500000003000100000000
25420Fairview000400030005000000010001
25500Fairvill000600050002000000020001
25540Falconer002200330023000600040009
25620Falsen t000300030002000000000000
25660Fancher 000500030006000100010000
25700Fargo ci524149044165074207900777
25740Fargo to000000000000000000000000
25780Farina t000400040005000100010001
25860Farmingt002100200013000100030004
25900Farmvale000300010003000100000000
25940Fay town000500030003000000010000
25980Felson t000800110009000300010002
26020Ferry to002500360057000500080002
26060Fertile 000600120006000100030003
26100Fertile 002200350034000600020005
26140Fertile 000100030000000000000000
26180Fessende003600440047001100020006
26220Field to000700050007000000010001
26340Fillmore000200000004000000010001
26380Fingal c000800080007000200030004
26420Finley c002600380044000300060006
26460Finley t000600060007000100020000
26500Finn tow000300010001000000000001
26540Fischbei000000000001000000010000
26580Fisher t000100040005000100000000
26660Flasher 002400200024000400040005
26700Flaxton 000300060001000000030001
26740Flint to000100020003000000010000
26820Florance001000130006000100020002
26860Florence000200040001000000000000
26940Foothill000300060004000100020002
26980Forbes c000200020002000100000000
27020Forde to000100040004000000010002
27060Fordvill001900270016000500040004
27100Forest R001100100011000400020004
27140Forest R001700210018000200010004
27260Forman c003900340054000700020005
27300Forman t000400070004000100000000
27460Forthun 000200030003000000000000
27580Fort Ran001200080004000100000000
27620Fort Ran000600060010000100010000
27750Fort Tot021602120172002500270027
27820Fortuna 000400010002000000000000
27860Fort Yat001900320021000300010004
27870Fort Yat026902480226004200450040
27900Forward 000700080009000200010001
28020Foxholm 000300050005000000010001
28060Fram tow000800030009000300010001
28100Francis 000600000001000200010001
28140Franklin000200020004000200010001
28220Frazier 000300000004000000000001
28300Freda to000200020003000000010000
28340Frederic000600050002000000000000
28380Fredonia000200040004000200020001
28420Freeborn000300010006000000010001
28460Freedom 000800140008000200010004
28500Freeman 000400040005000000020001
28540Fremont 000900110009000200020001
28580Freshwat000700080005000200000000
28620Frettim 000100020002000000010002
28700Fried to001100150026000400060003
28720Frontier002300390026000100030002
28780Fullerto001100110011000100020001
28860Gackle c002000240028000500030007
28980Galesbur001300110012000100010002
29020Galesbur000900120010000200030004
29060Garborg 000400110008000300000001
29140Gardar t000900120001000000010001
29180Gardena 000200000004000100010001
29220Gardner 000500050008000100020000
29260Gardner 000800110007000500030004
29300Garfield001900160013000100030001
29340Garner t000200050000000100000000
29380Garness 000400090011000000020000
29420Garnet t000100010001000000010000
29460Garrison006801220107002200180019
29540Gascoyne000100020001000000020000
29580Gascoyne000300010000000000020000
29620Gasman t000900130008000100040000
29660Gate tow000100000000000000000001
29700Gates to000300060005000000010002
29740Gem town000100050000000000000000
29860Gerber t000000010003000000000000
29900German t000400030003000000010001
29940Germania000100070004000000000000
29980Germanto000100060003000100010000
30020Gerrard 000400030000000000000000
30060Getchell000400050013000000010002
30100Ghylin t000100060002000000010000
30140Gibbs to005901000078001600110011
30180Gilby ci002600150021000600020004
30220Gilby to000700120011000400030006
30260Gill tow001100080008000200020005
30300Gilmore 000100030000000000000000
30340Gilstrap000300040006000100000002
30380Glacier 000700020001000000000001
30420Gladston000600070007000000000001
30460Gladston002600260018000200020003
30540Glen tow000000020004000100010002
30580Glenburn002300490044001100070007
30620Glendale000700040005000100010002
30660Glenfiel000700060009000200020003
30700Glenfiel000300080009000100020001
30780Glenila 000500030003000000000000
30820Glenmore000500040005000300020001
30860Glen Ull004200580047001200120011
30900Glenview001000120015000400010001
30940Glenwood001500180026000500040004
31060Golden t001100100011000200000003
31100Golden G000500110009000500030005
31140Golden L000600040003000000030000
31180Golden V001700150014000300020005
31260Golden V000000020006000000000001
31300Goldfiel000500030001000000000001
31420Golva ci001200120007000000000002
31460Good Luc000300010002000000010002
31500Goodrich001400140009000200010003
31540Goodrich000600020006000200000002
31580Goosenec000300020005000100010000
31620Gordon t000300030001000000000001
31700Grace to000600070011000200010004
31740Grace Ci001000110010000300000003
31780Graf tow000300030004000000000000
31820Grafton 035103630388006300670052
31860Grafton 003800400036000700050009
31900Grail to000100040006000200020002
31940Grainbel000300070005000100010000
31980Grainfie000500040002000100010000
32020Grandfie000500040006000000010002
32060Grand Fo362534112950052204950523
32100Grand Fo002800420049001200100005
32260Grand Ha001600210018000600060005
32300Grandin 001800180019000400020003
32340Grand Pr000300030001000100000000
32420Grand Ra001500200007000300020000
32460Grand Ri000400050006000100020000
32500Grand Va000100010002000000010001
32540Grandvie000500070008000100020002
32580Grano ci000100010001000000000000
32620Grant to001000130018000300030003
32660Granvill001000220022000500080005
32700Granvill000900050011000200000003
32740Grass La000500020004000000010002
32780Grasslan000500040005000000010001
32860Gray tow000400040008000000000004
32900Great Be001000160009000400020001
32940Greatsto000000010003000000020002
32980Greely t000000020004000200000001
33020Green to000700030005000000010000
33100Greenbus000100070007000000010001
33140Greendal000900070010000100020002
33180Greene t001600120013000300010003
33260Greenfie000800060004000200010002
33340Greenfie000300060003000000000001
33380Greenlan000400110004000100030003
33420Greenvie000500080004000200000001
33460Greenvil001100100006000300030003
33500Grenora 000900100019000200030002
33540Grenora 000300040004000000000000
33580Grey tow000100010002000200000001
33660Griffin 000300040004000000020000
33700Grilley 000800050008000200030001
33740Grover t000100040006000000000000
33820Gunkel t001100100007000100000000
33940Gutschmi000200050003000100000000
34020Gwinner 003500410060001200150010
34060Haag tow000200030003000000010000
34100Haaland 000500060005000000010001
34140Hagel to000400030002000100010002
34180Hague ci000300050007000100010003
34260Haley to000000010001000000010000
34300Hall tow001300140008000200030003
34340Halliday001500250020000100010002
34350Halliday007600710068001400200011
34460Hamberg 000100020000000000000000
34500Hamburg 000200000000000000010000
34540Hamburg 000700050002000000000000
34580Hamerly 000100020005000100000001
34620Hamilton000700030003000400000002
34660Hamilton001000010002000300000000
34700Hamlet t000800090008000100000000
34780Hamlin t000100050005000200000001
34820Hammer t001100110002000100020003
34860Hampden 000100100005000000030000
34900Hankinso005000530070001800130011
34940Hanks ci000000000001000000000000
35020Hannafor001400190021000400010004
35060Hannah c000500030001000200000000
35140Hansboro000100000000000000000000
35180Hanson t000600080009000300000002
35220Haram to000500050008000100010001
35260Harding 001100070004000000030000
35300Harding 000500070005000100010001
35340Hardscra001000100007000000030005
35420Harlem t000200040001000000000001
35540Harmonio000300000003000000010000
35580Harmony 000400100008000000030001
35620Harper t000000000000000000000000
35660Harriet 000300030010000200030001
35700Harrison009801170121003000320022
35740Harristo001000170019000300030002
35780Hart uno000200020000000000000000
35860Harvey t000100050007000200020000
35900Harvey c013801470151003000320028
35940Harwood 006000640065000800190015
35980Harwood 001600260035000600060003
36060Hastings000200060006000200040001
36100Hatton c004100700066001400080007
36140Havana c000900120009000200010003
36220Havelock000000040004000000000000
36260Haven to000100020004000000000001
36300Hawkeye 000400040002000100000003
36340Hawkeye 000600050008000000000001
36380Hawksnes000000010003000200020002
36420Hay town000700080002000100010002
36460Hay Cree017701890182003300300027
36500Hayland 000300020003000000000000
36540Haynes c000400030001000000000000
36580Haynes t000000010004000000010000
36620Hazel to000300020006000000000000
36660Hazel Gr000100010001000100020000
36700Hazelton001200150023000200050003
36740Hazelton000800070007000200000001
36780Hazen ci025503060268005500460043
36860Hebron c004400680063000600070015
36900Hebron t000300010002000100000001
36940Hegton t000900140026000200040004
37060Heimdal 000300040004000200000001
37100Helena t000500050004000100000001
37140Helendal001000080008000300030002
37180Hemen to000300050007000100020002
37220Henderso000600070010000200010001
37260Hendrick000400060007000400000001
37300Henriett000400070008000200050000
37340Henry to000000020004000000010000
37460Herberg 001500180015000100040000
37500Herman t000500110014000400030002
37660Hesper t000700060007000300010001
37700Hettinge009301170114002000170027
37740Hettinge001400180014000000050000
37820Hidden t000500050005000000010001
37860Hiddenwo000100050006000300030001
37900Highland001700150018000200030001
37940Highland000200020004000100010001
37980Highland000300020006000100010003
38020Highland000200010005000200010002
38060Hill tow000100030005000000030002
38100Hillsbor010701090101002300160021
38140Hillsbor000400130009000300020000
38180Hillsdal000000070006000100000000
38220Hillsdal001300170018000100050003
38260Hilton t000100020005000100010001
38300Hobart t000300100019000300010001
38340Hofflund000200050001000000000000
38380Hoffman 000400000000000000000000
38420Holden t000700070002000000000001
38500Holmes t000300000001000100000000
38540Homen to000800090008000200030001
38620Homer to003100230038000600020002
38660Homestea000900110007000200000001
38780Hoople c001700340027000500040002
38820Hope tow000400020008000100020002
38860Hope cit001500240012000200030006
38900Horace c007600780045001200130009
38940Horsesho000600020006000300010002
38980Hove Mob000000000000000000000000
39060Howe tow000300010001000000000000
39100Howell t000700120004000400010001
39140Howes to000800120010000100010001
39180Howie to000500050001000000000000
39220Hudson t000700100008000300020003
39300Hughes t000100000001000000010000
39340Hugo tow000500070006000000000000
39420Hume tow000000000001000000010001
39460Hunter c002500140017000300040005
39500Hunter t000500070007000100030001
39580Hurdsfie000300040002000200020000
39620Hurley t000600070007000100010000
39660Huron to000700030004000100000001
39700Ibsen to000500170010000200020002
39740Idaho to001100080019000200050004
39820Illinois000200040003000000000000
39860Impark t000500090004000000000002
39940Indian C000300010002000000020001
39980Inkster 000200050006000100010004
40020Inkster 000800160017000100030002
40100Iosco to000000010003000000000000
40140Iota Fla000900100008000000030001
40180Iowa tow000200030005000000000000
40220Irvine t000000040005000000020000
40260Isabel t000200050003000200000001
40300Island P002100280020000500090003
40340Isley to000100040004000200000000
40380Ivanhoe 000300040004000200010000
40460Jackson 000300020002000100000001
40500James Hi000700050001000300020000
40540James Ri000300010006000100020003
40580Jamestow101611611081020501840205
40620Janke to000400000003000100000001
40700Jefferso000400120007000100030002
40780Jim Rive000300040015000100000001
40820Johnson 000500040007000300000000
40940Johnstow001400140005000000000001
41020Joliette001000140011000200000002
41180Jud city000200010004000100010002
41260Judson t001300150022000200020002
41280Kandiyoh000100010001000100000001
41300Kane tow000100060011000300040002
41380Karlsruh001000110015000300020005
41420Karlsruh000800110004000100000000
41500Kathryn 000100050002000000000001
41580Keene to000100060008000000000000
41660Keller t000400050003000100010000
41860Kelso to000400070012000200040001
42020Kenmare 006700840078001400150013
42060Kenmare 000800170009000100000002
42100Kennedy 000300050005000000020002
42140Kennison000700050009000000010003
42180Kensal c001700100018000400030007
42220Kensal t000200040004000100010001
42260Kensingt002800330031000700030005
42300Kent tow000400020001000300010001
42340Kentner 001200220012000200060003
42420Kern tow000200060003000000000000
42500Keystone000200030004000200020001
42580Kickapoo000100020002000000010000
42620Kickapoo000000000000000100000000
42660Kief cit000000030000000000000001
42700Killdeer005400570062000800110008
42705Killdeer009800960122001700160014
42780Kindred 004000560051000600120008
42820Kingsley000400050008000200010002
42860Kingston001000130010000300040002
42900Kinloss 000300100010000100000001
42980Kinyon t000400090009000200010002
43020Kirkelie002100380042000300100005
43100Klingstr000500060007000100020001
43220Knife Ri000100000003000100000000
43260Knox cit000200010003000000010002
43300Knox tow000900030007000100000001
43340Kohlmeie000500030006000000000000
43460Kottke V000300000004000200000000
43500Kramer c000100010003000000010000
43580Kulm cit001100310031000800050009
43620Kunze to000300060007000000020001
43700Ladd tow000200070004000100000001
43780Lake tow000400050005000000010001
43820Lake Geo000200110008000000030001
43860Lake Hes000400020005000000030003
43900Lake Ibs000500040002000000000000
43980Lake Tow000300060004000200000002
44020Lakeview000000000001000000000000
44060Lakevill000400130008000000000000
44100Lake Was000200010004000000000002
44180Lake Wil000000010006000100000002
